brand,review_title,review_content,cleaned_text,sentiment_score,review_rating,helpful_votes,tags,sentiment_label,use_case_mentions,noun_phrases,topic,rating_label,bert_sentiment,bert_sentiment_clean,use_case_segment,pain_points
JIUMESS,Initial experience is awful.,"The instructions for use, provided with the PowerBank, are TERRIBLE.   If this is any indication of what you're in for, they start out with, ""Here's the instruction for your better experience"".    My third grader can write better English than this.

It gets worse:  There is a digital display (25 50 75 100).   Nowhere does it explain what these numbers mean.

The power button seems to do nothing.

There is a slide-out on the back side (looks like a typical place to put batteries into a remote).  No explanation in the manual and NOTHING behind the slide-out ... still a complete mystery as to its purpose.",the instructions for use provided with the powerbank are terrible if this is any indication of what youre in for they start out with heres the instruction for your better experience my third grader can write better english than this it gets worse there is a digital display 25 50 75 100 nowhere does it explain what these numbers mean the power button seems to do nothing there is a slideout on the back side looks like a typical place to put batteries into a remote no explanation in the manual and nothing behind the slideout still a complete mystery as to its purpose,-0.0258,0.0,0,neutral,neutral,other,"['the instructions', 'use', 'the powerbank', 'this', 'any indication', 'what', 'you', 'they', 'heres', 'the instruction', 'your better experience', 'my third grader', 'this', 'it', 'a digital display', 'it', 'what', 'these numbers', 'the power button', 'nothing', 'a slideout', 'the back side', 'a typical place', 'batteries', 'a remote no explanation', 'the manual', 'nothing', 'the slideout', 'a complete mystery', 'its purpose']",2,negative,NEGATIVE,negative,other,none
JIUMESS,Power bank with cables,I like the size.  It fits in my purse well.  I am happy it is not real heavy.  I love how the cables are built in.  I charged my phone easily.  The color makes it professional looking.  I have already told my friends about it.  I think it will be with me a lot.  It price was right.  I have been wanting one for a while.,i like the size it fits in my purse well i am happy it is not real heavy i love how the cables are built in i charged my phone easily the color makes it professional looking i have already told my friends about it i think it will be with me a lot it price was right i have been wanting one for a while,0.824,0.0,0,"use_case, favorite_function, concerns",positive,"phone, purse","['i', 'the size', 'it', 'my purse', 'i', 'it', 'i', 'the cables', 'i', 'my phone', 'the color', 'it', 'i', 'my friends', 'it', 'i', 'it', 'me', 'it', 'i', 'a while']",0,negative,POSITIVE,positive,other,weight
JIUMESS,Love it,"This is the best battery pack I ever bought. I got it before I went on vacation with my old iPhone that broke, and this battery pack also having the c-port charger saved my life. It can charge my phone, AirPods and speaker all at once and has a great charged life",this is the best battery pack i ever bought i got it before i went on vacation with my old iphone that broke and this battery pack also having the cport charger saved my life it can charge my phone airpods and speaker all at once and has a great charged life,0.8176,0.0,0,concerns,positive,phone,"['this', 'the best battery pack', 'i', 'i', 'it', 'i', 'vacation', 'my old iphone', 'that', 'this battery pack', 'the cport charger', 'my life', 'it', 'my phone airpods', 'speaker', 'a great charged life']",0,negative,POSITIVE,positive,other,none
JIUMESS,,junk. terrible product. Will not charge,junk terrible product will not charge,-0.4767,0.0,0,neutral,negative,other,['junk terrible product'],3,negative,NEGATIVE,negative,other,none
JIUMESS,wrong item received,received a sponge mop refill instead of the item. Walmart won&amp;amp;#39;t take it back.,received a sponge mop refill instead of the item walmart wonampamp39t take it back,0.0,0.0,0,neutral,neutral,other,"['a sponge mop refill', 'the item', 'walmart wonampamp39t', 'it']",3,negative,NEGATIVE,negative,other,none
JIUMESS,,all the usb cable's you are going to need built in,all the usb cables you are going to need built in,0.0,0.0,0,favorite_function,neutral,other,"['all the usb cables', 'you']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,Fair price.  Good quality.  No complaints.,fair price good quality no complaints,0.0772,0.0,0,neutral,neutral,other,['fair price good quality'],1,negative,POSITIVE,positive,other,none
JIUMESS,great charger,this charger works very fast. i like the 3 different ends it has for different phones.,this charger works very fast i like the 3 different ends it has for different phones,0.4173,0.0,0,neutral,positive,phone,"['this charger', 'i', 'the 3 different ends', 'it', 'different phones']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,Disappointed,I ordered 2 and only got 1 where is my other one,i ordered 2 and only got 1 where is my other one,0.0,0.0,0,neutral,neutral,other,"['i', 'my other one']",1,negative,NEGATIVE,negative,other,none
JIUMESS,,junk. terrible product. Will not charge,junk terrible product will not charge,-0.4767,0.0,0,neutral,negative,other,['junk terrible product'],3,negative,NEGATIVE,negative,other,none
JIUMESS,Reliability,Always good to be prepared %26 this power bank is more than reliable.,always good to be prepared 26 this power bank is more than reliable,0.5859,0.0,0,favorite_function,positive,other,['this power bank'],2,negative,POSITIVE,positive,other,none
JIUMESS,Best external battery charger,Digital display of battery. 5 cables for charging. We only use the apple and Samsung conecter,digital display of battery 5 cables for charging we only use the apple and samsung conecter,0.0,0.0,0,neutral,neutral,other,"['digital display', 'battery 5 cables', 'we', 'the apple', 'samsung conecter']",0,negative,NEGATIVE,negative,other,none
JIUMESS,Great,Very good portable charger.,very good portable charger,0.4927,0.0,0,favorite_function,positive,other,['very good portable charger'],0,negative,POSITIVE,positive,other,none
JIUMESS,Portable Charger,This was a gift for my son.  He loves everything about it :),this was a gift for my son he loves everything about it,0.765,0.0,0,use_case,positive,gift,"['this', 'a gift', 'my son', 'he', 'everything', 'it']",1,negative,POSITIVE,positive,other,none
JIUMESS,,Great product. I'm glad I purchased it. I will order another one soon,great product im glad i purchased it i will order another one soon,0.7964,0.0,0,neutral,positive,other,"['i', 'i', 'it', 'i', 'another one']",1,negative,POSITIVE,positive,other,none
JIUMESS,Best external battery charger,Digital display of battery. 5 cables for charging. We only use the apple and Samsung conecter,digital display of battery 5 cables for charging we only use the apple and samsung conecter,0.0,0.0,0,neutral,neutral,other,"['digital display', 'battery 5 cables', 'we', 'the apple', 'samsung conecter']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,This is the best thing ever. I recommend anyone to purchase this,this is the best thing ever i recommend anyone to purchase this,0.7717,0.0,0,neutral,positive,other,"['this', 'the best thing', 'i', 'anyone', 'this']",1,negative,POSITIVE,positive,other,none
JIUMESS,Love it.,Never have to worry about my phone going dead again,never have to worry about my phone going dead again,-0.4393,0.0,0,neutral,negative,phone,['my phone'],0,negative,POSITIVE,positive,other,reliability
JIUMESS,,I don't like it. No instructions for the use. It doesn't say how long it will stay charged up,i dont like it no instructions for the use it doesnt say how long it will stay charged up,-0.2551,0.0,0,neutral,negative,other,"['i', 'it', 'no instructions', 'the use', 'it', 'it']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,"It  doesn't work 
Won't charge",it doesnt work wont charge,0.0,0.0,0,neutral,neutral,other,['it'],3,negative,NEGATIVE,negative,professionals,none
JIUMESS,,"This item is very good quality and price. It's no need cable, light weight.",this item is very good quality and price its no need cable light weight,0.2484,0.0,0,neutral,positive,other,"['this item', 'very good quality']",0,negative,POSITIVE,positive,other,none
JIUMESS,,Takes long to charge your device was hoping for a fast charge.,takes long to charge your device was hoping for a fast charge,0.4215,0.0,0,favorite_function,positive,other,"['your device', 'a fast charge']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,This power bar did not fit any of my] devices.  All ports were too snall.,this power bar did not fit any of my devices all ports were too snall,-0.2755,0.0,0,neutral,negative,other,"['this power bar', 'any', 'my devices', 'all ports']",2,negative,NEGATIVE,negative,other,none
JIUMESS,,The battery it's self does not hold charge so I can use it to charge my phone. Not happy with it.,the battery its self does not hold charge so i can use it to charge my phone not happy with it,-0.4585,0.0,0,concerns,negative,phone,"['the battery', 'its self', 'charge', 'i', 'it', 'my phone', 'it']",0,negative,NEGATIVE,negative,other,none
JIUMESS,dont buy,i had to return it. it wouldnt charge my phone . poor quality,i had to return it it wouldnt charge my phone poor quality,-0.4767,0.0,0,neutral,negative,phone,"['i', 'it', 'it', 'my phone', 'poor quality']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,Got it in December. Doesn't fully charge anymore,got it in december doesnt fully charge anymore,0.0,0.0,0,neutral,neutral,other,"['it', 'december']",3,negative,NEGATIVE,negative,other,none
JIUMESS,Very happy,Great little portable charger bought for vacation and used around the house when we need an extra charging option.,great little portable charger bought for vacation and used around the house when we need an extra charging option,0.6249,0.0,0,favorite_function,positive,other,"['great little portable charger', 'vacation', 'the house', 'we', 'an extra charging option']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,"ABSOLUTELY NO GOOD!!!!!
Does not charge phone effectively. Takes 30mins to get 2%!!!
WASTE OF MONEY!!!!!
DO NOT BUY!!!!",absolutely no good does not charge phone effectively takes 30mins to get 2 waste of money do not buy,-0.5455,0.0,0,neutral,negative,phone,"['absolutely no good', 'phone', '30mins', '2 waste', 'money']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,I am disappointed with this charger. It doesn't last long enough to charge my phone. It takes a long time to charge itself. I dont recommend it.,i am disappointed with this charger it doesnt last long enough to charge my phone it takes a long time to charge itself i dont recommend it,-0.6381,0.0,0,neutral,negative,phone,"['i', 'this charger', 'it', 'my phone', 'it', 'a long time', 'itself', 'i', 'it']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,Scam,Rip off it is not 20000 more like 5000,rip off it is not 20000 more like 5000,-0.3241,0.0,0,neutral,negative,other,['it'],-1,negative,NEGATIVE,negative,other,none
JIUMESS,,worst charger block ive ever had. slow charges and doesn't hold power.,worst charger block ive ever had slow charges and doesnt hold power,-0.8442,0.0,0,concerns,negative,other,"['worst charger block', 'i', 'slow charges', 'power']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,,This really helps cuz my phone dies when it cold out,this really helps cuz my phone dies when it cold out,0.4391,0.0,0,neutral,positive,phone,"['this', 'my phone', 'it']",0,negative,NEGATIVE,negative,other,none
JIUMESS,Stopped working on 2nd use,"Stopped working soon after purchase, like before",stopped working soon after purchase like before,0.1531,0.0,0,concerns,neutral,other,['purchase'],3,negative,NEGATIVE,negative,professionals,reliability
JIUMESS,"Heavy, not to full potential","It supposed to charge 6  times, I only get 3 full charges.",it supposed to charge 6 times i only get 3 full charges,-0.2732,0.0,0,neutral,negative,other,"['it', '6 times', 'i', '3 full charges']",0,negative,NEGATIVE,negative,other,none
JIUMESS,Bad,Changing not working for iphones and it went up?? Dont buy this,changing not working for iphones and it went up dont buy this,0.0,0.0,0,neutral,neutral,phone,"['iphones', 'it', 'this']",3,negative,NEGATIVE,negative,professionals,none
JIUMESS,,Charging is great but the power bank itself only charged 75% instead of 100%,charging is great but the power bank itself only charged 75 instead of 100,0.09,0.0,0,neutral,neutral,other,"['the power bank', 'itself']",2,negative,NEGATIVE,negative,other,none
JIUMESS,,worst charger block ive ever had. slow charges and doesn't hold power.,worst charger block ive ever had slow charges and doesnt hold power,-0.8442,0.0,0,concerns,negative,other,"['worst charger block', 'i', 'slow charges', 'power']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,Stopped working on 2nd use,"Stopped working soon after purchase, like before",stopped working soon after purchase like before,0.1531,0.0,0,concerns,neutral,other,['purchase'],3,negative,NEGATIVE,negative,professionals,reliability
JIUMESS,,This really helps cuz my phone dies when it cold out,this really helps cuz my phone dies when it cold out,0.4391,0.0,0,neutral,positive,phone,"['this', 'my phone', 'it']",0,negative,NEGATIVE,negative,other,none
JIUMESS,"Heavy, not to full potential","It supposed to charge 6  times, I only get 3 full charges.",it supposed to charge 6 times i only get 3 full charges,-0.2732,0.0,0,neutral,negative,other,"['it', '6 times', 'i', '3 full charges']",0,negative,NEGATIVE,negative,other,none
JIUMESS,,this worked for only 2 months.  do not waste your money imo,this worked for only 2 months do not waste your money imo,0.3252,0.0,0,neutral,positive,other,"['this', 'only 2 months', 'your money']",1,negative,NEGATIVE,negative,professionals,none
JIUMESS,Not good false advertising,False advertising on battery size is not 2000 days it's only 1350 but doubt it's that slow charging and cheaply made.,false advertising on battery size is not 2000 days its only 1350 but doubt its that slow charging and cheaply made,-0.5023,0.0,0,concerns,negative,other,"['false advertising', 'battery size', '2000 days', 'its that slow charging']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,Nice charger,Works great and like the options for charger attached as all in one. Only complaint is that is it pretty heavy.,works great and like the options for charger attached as all in one only complaint is that is it pretty heavy,0.8225,0.0,0,concerns,positive,other,"['the options', 'charger', 'one only complaint', 'that', 'it']",0,negative,POSITIVE,positive,professionals,weight
JIUMESS,,"It's built good,has all the 🔌 in cord's that come with the unit, works good, but it's slow charging.",its built goodhas all the in cords that come with the unit works good but its slow charging,0.2382,0.0,0,"favorite_function, concerns",positive,other,"['all the in cords', 'that', 'the unit', 'its slow charging']",0,negative,NEGATIVE,negative,professionals,charging_speed
JIUMESS,,"We like these a LOT , big help during power outages, just remember to charge up before the storm hits",we like these a lot big help during power outages just remember to charge up before the storm hits,0.6369,0.0,0,neutral,positive,other,"['we', 'these', 'a lot big help', 'power outages', 'the storm']",0,negative,POSITIVE,positive,other,none
JIUMESS,Love it,Love it. Two of my friends used it  at different times during one outing and it charged both phones. They are both ordering one.,love it two of my friends used it at different times during one outing and it charged both phones they are both ordering one,0.7579,0.0,0,neutral,positive,phone,"['it', 'my friends', 'it', 'different times', 'one outing', 'it', 'both phones', 'they']",0,negative,POSITIVE,positive,other,none
JIUMESS,No package at all,"I see a picture, but I never received the purchase, not sure what happened, but I don't have the items",i see a picture but i never received the purchase not sure what happened but i dont have the items,-0.3491,0.0,0,neutral,negative,other,"['i', 'a picture', 'i', 'the purchase', 'what', 'i', 'the items']",1,negative,NEGATIVE,negative,other,none
JIUMESS,cant recharge,i went to go plug it in after it was at the 75% mark and the icon didny pop up and it doesnt charge even while leaving pluged in,i went to go plug it in after it was at the 75 mark and the icon didny pop up and it doesnt charge even while leaving pluged in,0.0,0.0,0,neutral,neutral,other,"['i', 'it', 'it', 'the 75 mark', 'the icon didny pop', 'it']",3,negative,NEGATIVE,negative,other,none
JIUMESS,Not good false advertising,False advertising on battery size is not 2000 days it's only 1350 but doubt it's that slow charging and cheaply made.,false advertising on battery size is not 2000 days its only 1350 but doubt its that slow charging and cheaply made,-0.5023,0.0,0,concerns,negative,other,"['false advertising', 'battery size', '2000 days', 'its that slow charging']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,,"We like these a LOT , big help during power outages, just remember to charge up before the storm hits",we like these a lot big help during power outages just remember to charge up before the storm hits,0.6369,0.0,0,neutral,positive,other,"['we', 'these', 'a lot big help', 'power outages', 'the storm']",0,negative,POSITIVE,positive,other,none
JIUMESS,Great for a blackout,I was able to charge my iPhone no problem. Works great. I charged it and packed it away in case of a blackout.,i was able to charge my iphone no problem works great i charged it and packed it away in case of a blackout,-0.1531,0.0,0,neutral,neutral,phone,"['i', 'my iphone', 'no problem', 'i', 'it', 'it', 'case', 'a blackout']",0,negative,POSITIVE,positive,professionals,none
JIUMESS,Perfect charger.,I've used this several times without issue. I travel a lot so this prevent me from having go pack multiple cords. Would buy again.,ive used this several times without issue i travel a lot so this prevent me from having go pack multiple cords would buy again,0.1212,0.0,0,"use_case, favorite_function",neutral,travel,"['i', 'issue', 'i', 'this', 'me', 'multiple cords']",0,negative,NEGATIVE,negative,travelers,none
JIUMESS,Nice charger,Works great and like the options for charger attached as all in one. Only complaint is that is it pretty heavy.,works great and like the options for charger attached as all in one only complaint is that is it pretty heavy,0.8225,0.0,0,concerns,positive,other,"['the options', 'charger', 'one only complaint', 'that', 'it']",0,negative,POSITIVE,positive,professionals,weight
JIUMESS,,"It stopped working and I don't know how to turn it back on, it's fully charged and everything. It was working fine and now it's not.",it stopped working and i dont know how to turn it back on its fully charged and everything it was working fine and now its not,-0.2944,0.0,0,concerns,negative,other,"['it', 'i', 'it', 'it']",3,negative,NEGATIVE,negative,professionals,reliability
JIUMESS,,"It's built good,has all the 🔌 in cord's that come with the unit, works good, but it's slow charging.",its built goodhas all the in cords that come with the unit works good but its slow charging,0.2382,0.0,0,"favorite_function, concerns",positive,other,"['all the in cords', 'that', 'the unit', 'its slow charging']",0,negative,NEGATIVE,negative,professionals,charging_speed
JIUMESS,Love it,Love it. Two of my friends used it  at different times during one outing and it charged both phones. They are both ordering one.,love it two of my friends used it at different times during one outing and it charged both phones they are both ordering one,0.7579,0.0,0,neutral,positive,phone,"['it', 'my friends', 'it', 'different times', 'one outing', 'it', 'both phones', 'they']",0,negative,POSITIVE,positive,other,none
JIUMESS,Power bank,Love how it has all the cords to plug in different devices which the cords are built into the power bank,love how it has all the cords to plug in different devices which the cords are built into the power bank,0.6369,0.0,0,favorite_function,positive,other,"['it', 'all the cords', 'different devices', 'which', 'the cords', 'the power bank']",2,negative,POSITIVE,positive,other,none
JIUMESS,,"This bank was well thought out. It has a cord for all your devices. It is a little weighty, but not to bad.",this bank was well thought out it has a cord for all your devices it is a little weighty but not to bad,0.6514,0.0,0,favorite_function,positive,other,"['this bank', 'it', 'a cord', 'all your devices', 'it']",2,negative,POSITIVE,positive,other,none
JIUMESS,Super portable charger,"Wow, this is nice sleek slender. It's got all the charging cords attached to it. Makes it very easy to carry when traveling.",wow this is nice sleek slender its got all the charging cords attached to it makes it very easy to carry when traveling,0.8687,0.0,0,"use_case, favorite_function",positive,"travel, car","['this', 'nice sleek slender', 'its', 'all the charging cords', 'it', 'it']",0,negative,POSITIVE,positive,travelers,none
JIUMESS,Limited capacity,This power bank would only charge my phone once. The one i replaced it with will charge 3 times. This one was cheaper but you get what you pay for.,this power bank would only charge my phone once the one i replaced it with will charge 3 times this one was cheaper but you get what you pay for,-0.1531,0.0,1,neutral,neutral,phone,"['this power bank', 'my phone', 'the one', 'i', 'it', 'this one', 'you', 'what', 'you']",2,negative,NEGATIVE,negative,other,none
JIUMESS,Great value for the price.,They have great sound and awesome battery life. The only issue is occasionally when moving around the bluetooth connection isn't great. The music will go in and out. But still better than dealing with a cord. I would recommend them.,they have great sound and awesome battery life the only issue is occasionally when moving around the bluetooth connection isnt great the music will go in and out but still better than dealing with a cord i would recommend them,0.9294,0.0,0,favorite_function,positive,other,"['they', 'great sound', 'awesome battery life', 'the only issue', 'the bluetooth connection', 'the music', 'a cord', 'i', 'them']",0,negative,POSITIVE,positive,other,none
JIUMESS,wonerful power bank,"I was at a local fair and was recording some interesting things and my cell phone started to ""die"". I plugged in the power bank and it charged it up to 50% by the time I was done.",i was at a local fair and was recording some interesting things and my cell phone started to die i plugged in the power bank and it charged it up to 50 by the time i was done,-0.1779,0.0,0,favorite_function,neutral,phone,"['i', 'a local fair', 'some interesting things', 'my cell phone', 'i', 'the power bank', 'it', 'it', 'the time', 'i']",-1,negative,NEGATIVE,negative,other,none
JIUMESS,powerbank is a very worthwhile purchase,I really like my powerbank! I bought mine because my daughter and daughter-in-law both had one and they are extremely handy with children's technology and travel.,i really like my powerbank i bought mine because my daughter and daughterinlaw both had one and they are extremely handy with childrens technology and travel,0.4201,0.0,0,use_case,positive,travel,"['i', 'my powerbank', 'i', 'mine', 'my daughter', 'daughterinlaw', 'both', 'they', 'childrens technology', 'travel']",2,negative,POSITIVE,positive,travelers,none
JIUMESS,,it doesn't last as long as i wish,it doesnt last as long as i wish,0.4019,0.0,0,neutral,positive,other,"['it', 'i']",1,negative,NEGATIVE,negative,other,none
JIUMESS,,"Good product, very useful!",good product very useful,0.7264,0.0,0,neutral,positive,other,['good product'],1,negative,POSITIVE,positive,other,none
JIUMESS,,it doesn't last as long as i wish,it doesnt last as long as i wish,0.4019,0.0,0,neutral,positive,other,"['it', 'i']",1,negative,NEGATIVE,negative,other,none
JIUMESS,Never leave home without it,"Love all the different adapters, works great",love all the different adapters works great,0.8519,0.0,0,neutral,positive,other,['all the different adapters'],0,negative,POSITIVE,positive,professionals,none
JIUMESS,Bank power,Perfect bank power for anywhere,perfect bank power for anywhere,0.5719,0.0,0,neutral,positive,other,['perfect bank power'],2,negative,POSITIVE,positive,other,none
JIUMESS,Great charger,I love how lightweight this is and that it comes with different cables!,i love how lightweight this is and that it comes with different cables,0.6369,0.0,0,favorite_function,positive,other,"['i', 'this', 'it', 'different cables']",0,negative,NEGATIVE,negative,other,none
JIUMESS,i loved,This portable battery is of great help,this portable battery is of great help,0.7783,0.0,0,favorite_function,positive,other,"['this portable battery', 'great help']",0,negative,POSITIVE,positive,other,none
JIUMESS,,nice thing to have when camping.,nice thing to have when camping,0.4215,0.0,0,use_case,positive,camping,['nice thing'],1,negative,POSITIVE,positive,outdoor_enthusiasts,none
JIUMESS,Good Value,"I was skeptical for durability, but turn to be good!",i was skeptical for durability but turn to be good,0.4939,0.0,0,neutral,positive,other,"['i', 'durability']",1,negative,POSITIVE,positive,other,none
JIUMESS,Great purchase,Very easy to use and comes with different charging cords.. super convenient!,very easy to use and comes with different charging cords super convenient,0.796,0.0,0,favorite_function,positive,other,['different charging cords'],0,negative,POSITIVE,positive,other,none
JIUMESS,Broken,It was brand new and one of the charger was broken,it was brand new and one of the charger was broken,-0.4767,0.0,0,concerns,negative,other,"['it', 'the charger']",3,negative,NEGATIVE,negative,other,reliability
JIUMESS,,The charger stopped working after a month,the charger stopped working after a month,-0.2263,0.0,0,concerns,negative,other,"['the charger', 'a month']",3,negative,NEGATIVE,negative,professionals,reliability
JIUMESS,Great purchase,Very easy to use and comes with different charging cords.. super convenient!,very easy to use and comes with different charging cords super convenient,0.796,0.0,0,favorite_function,positive,other,['different charging cords'],0,negative,POSITIVE,positive,other,none
JIUMESS,Just let it charge,Charges slow when using the phone while charging,charges slow when using the phone while charging,-0.2732,0.0,0,concerns,negative,phone,"['charges', 'the phone']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,,The charger stopped working after a month,the charger stopped working after a month,-0.2263,0.0,0,concerns,negative,other,"['the charger', 'a month']",3,negative,NEGATIVE,negative,professionals,reliability
JIUMESS,,nice thing to have when camping.,nice thing to have when camping,0.4215,0.0,0,use_case,positive,camping,['nice thing'],1,negative,POSITIVE,positive,outdoor_enthusiasts,none
JIUMESS,,This iteam has worked very well and came in the mail on time,this iteam has worked very well and came in the mail on time,0.3384,0.0,0,neutral,positive,other,"['the mail', 'time']",1,negative,POSITIVE,positive,professionals,none
JIUMESS,,The phone is ok I only wish the sim was ok,the phone is ok i only wish the sim was ok,0.7269,0.0,0,neutral,positive,phone,"['the phone', 'i', 'the sim']",0,negative,POSITIVE,positive,other,none
JIUMESS,Never leave home without it,"Love all the different adapters, works great",love all the different adapters works great,0.8519,0.0,0,neutral,positive,other,['all the different adapters'],0,negative,POSITIVE,positive,professionals,none
JIUMESS,No Charge,Product would not hold charge on devices.,product would not hold charge on devices,0.0,0.0,0,neutral,neutral,other,"['product', 'charge', 'devices']",3,negative,NEGATIVE,negative,other,none
JIUMESS,bat1,like that it does  quick charge and small enough  to carry,like that it does quick charge and small enough to carry,0.3612,0.0,0,use_case,positive,car,"['that', 'it', 'quick charge']",0,negative,POSITIVE,positive,other,none
JIUMESS,,Great portables love that they aren't bulky,great portables love that they arent bulky,0.8519,0.0,0,"favorite_function, concerns",positive,other,['they'],0,negative,POSITIVE,positive,other,weight
JIUMESS,,This iteam has worked very well and came in the mail on time,this iteam has worked very well and came in the mail on time,0.3384,0.0,0,neutral,positive,other,"['the mail', 'time']",1,negative,POSITIVE,positive,professionals,none
JIUMESS,Great product,This is the best powerbank Ive ever owned,this is the best powerbank ive ever owned,0.6369,0.0,0,neutral,positive,other,"['this', 'the best powerbank', 'i']",2,negative,POSITIVE,positive,other,none
JIUMESS,Great gift idea,Gets the job done for my grandson. He can now have all his devices charged up and ready for play,gets the job done for my grandson he can now have all his devices charged up and ready for play,0.4767,0.0,0,favorite_function,positive,other,"['the job', 'my grandson', 'he', 'all his devices', 'play']",0,negative,NEGATIVE,negative,other,none
JIUMESS,Great product,"Great power bank, holds charge for a long time, love the display on the front.",great power bank holds charge for a long time love the display on the front,0.8519,0.0,0,neutral,positive,other,"['great power bank', 'charge', 'a long time', 'the display', 'the front']",2,negative,POSITIVE,positive,other,charging_speed
JIUMESS,Brilliant power bank,"Easy to use and portable. Can charge any device. I'm really impressed with its performance. The built in cable is very useful, that's why I bought this cable.",easy to use and portable can charge any device im really impressed with its performance the built in cable is very useful thats why i bought this cable,0.8586,0.0,2,favorite_function,positive,other,"['any device', 'i', 'its performance', 'cable', 'that', 'i', 'this cable']",0,negative,POSITIVE,positive,other,none
JIUMESS,greatest,greatest teams ever,greatest teams ever,0.6369,0.0,0,neutral,positive,other,['greatest teams'],1,negative,POSITIVE,positive,other,none
JIUMESS,,not impressed,not impressed,-0.3724,0.0,0,neutral,negative,other,[],1,negative,NEGATIVE,negative,other,none
JIUMESS,,charges my phone,charges my phone,-0.2732,0.0,0,neutral,negative,phone,['my phone'],-1,negative,NEGATIVE,negative,other,none
JIUMESS,,charges very fast,charges very fast,-0.2732,0.0,0,neutral,negative,other,['charges'],0,negative,POSITIVE,positive,other,none
JIUMESS,dont buy!,started getting really hot and then smoking when tryed to charge.,started getting really hot and then smoking when tryed to charge,0.0,0.0,0,neutral,neutral,other,[],3,negative,NEGATIVE,negative,other,none
JIUMESS,,Battery don't stay charge,battery dont stay charge,0.0,0.0,0,neutral,neutral,other,['battery'],3,negative,NEGATIVE,negative,other,none
JIUMESS,Charges extremely slowly.,Might be helpful in a pinch but might not with how slowly it charges.,might be helpful in a pinch but might not with how slowly it charges,-0.1901,0.0,0,concerns,neutral,other,"['a pinch', 'it']",0,negative,NEGATIVE,negative,other,charging_speed
JIUMESS,better than the existing one i have,this has 4 different adapters attached.,this has 4 different adapters attached,0.0,0.0,0,neutral,neutral,other,"['this', '4 different adapters']",0,negative,POSITIVE,positive,other,none
JIUMESS,Charger.,Great! Can charge 4 items at once.,great can charge 4 items at once,0.6249,0.0,1,neutral,positive,other,['4 items'],0,negative,POSITIVE,positive,other,none
JIUMESS,,Not as I expected pay more and get a better one.,not as i expected pay more and get a better one,0.5361,0.0,0,neutral,positive,other,['i'],0,negative,NEGATIVE,negative,other,none
JIUMESS,Totally recommend this product!!,Best power bank ever! Charges up your devices so quickly and compact! Great price too,best power bank ever charges up your devices so quickly and compact great price too,0.802,0.0,0,favorite_function,positive,other,"['best power bank', 'your devices', 'compact great price']",2,negative,POSITIVE,positive,other,none
JIUMESS,,having had to us it yet but I am ready!!!!,having had to us it yet but i am ready,0.5023,0.0,0,favorite_function,positive,other,"['us', 'it', 'i']",1,negative,POSITIVE,positive,other,none
JIUMESS,charging port,it works pk but takes a long time to recharge,it works pk but takes a long time to recharge,0.0,0.0,0,neutral,neutral,other,"['it', 'a long time']",0,negative,NEGATIVE,negative,professionals,charging_speed
JIUMESS,Super buy,Super fast. Has everything!,super fast has everything,0.5994,0.0,0,neutral,positive,other,['everything'],0,negative,POSITIVE,positive,other,none
JIUMESS,USA peace police other sandBoxesGalaxies counties,pretty good Lil power bank it seem to charge up in one or 2 hours from now,pretty good lil power bank it seem to charge up in one or 2 hours from now,0.7269,0.0,1,neutral,positive,other,"['it', 'one or 2 hours']",2,negative,POSITIVE,positive,other,charging_speed
JIUMESS,,Awesome product. Going to buy 10more for holiday gifts,awesome product going to buy 10more for holiday gifts,0.7783,0.0,0,use_case,positive,gift,"['awesome product', '10more', 'holiday gifts']",1,negative,POSITIVE,positive,other,none
JIUMESS,Super buy,Super fast. Has everything!,super fast has everything,0.5994,0.0,0,neutral,positive,other,['everything'],0,negative,POSITIVE,positive,other,none
JIUMESS,,Very good charge device fast,very good charge device fast,0.4927,0.0,0,neutral,positive,other,['very good charge device'],0,negative,POSITIVE,positive,other,none
JIUMESS,junk,cord gave out quick 2 mouths later completely dont work bad buy,cord gave out quick 2 mouths later completely dont work bad buy,0.4791,0.0,1,favorite_function,positive,other,"['cord', 'quick 2 mouths', 'bad buy']",3,negative,NEGATIVE,negative,professionals,none
JIUMESS,you get what you pay for,i just got this havent had it for a week and the battery explosioned on the first use.,i just got this havent had it for a week and the battery explosioned on the first use,0.0,0.0,0,neutral,neutral,other,"['i', 'this', 'it', 'a week', 'the first use']",-1,negative,NEGATIVE,negative,other,none
JIUMESS,,it doesn't charge devices well.,it doesnt charge devices well,-0.2057,0.0,0,neutral,negative,other,"['it', 'devices']",0,negative,NEGATIVE,negative,other,none
